playlist_id,num_followers,track_id,track_name,artist_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
412545,17,40H1peFFPgJw3y4sW47UAO,We Need Love,Johnny Osbourne,0.8,0.553,5,-7.068,1,0.145,0.744,0.0,0.204,0.842,103.301,228106
515023,17,0qRR9d89hIS0MHRkQ0ejxX,Rich Girl,Daryl Hall & John Oates,0.573,0.683,5,-6.644,1,0.176,0.461,0.0,0.0935,0.817,169.519,142786
830244,17,5mI86F7CGBM3ry88ltpAb8,"Take The ""A"" Train",Duke Ellington,0.323,0.613,7,-6.807,0,0.0476,0.856,0.0294,0.466,0.72,172.677,173453
831619,17,1OtISG0K02k06m1BENey4H,Equinox,John Coltrane,0.62,0.203,8,-15.599,0,0.0341,0.798,0.501,0.0649,0.27,116.8,487279
847914,17,3jzXXEL0ZzVnJJhZdwif4v,Exhibit Diaz,Ibeyi,0.814,0.605,9,-8.131,0,0.271,0.283,5.54e-06,0.209,0.523,87.992,180521
90797,16,0F845nujLVqCb0XMZCh5Pc,I Fall In Love Too Easily - Vocal,Chet Baker,0.532,0.0657,0,-19.136,0,0.0406,0.94,0.00488,0.0946,0.292,128.607,201440
809791,16,4yRPGDmtIWZjhIPcEvPxsF,Strangers In The Night,Frank Sinatra,0.292,0.487,5,-8.239,1,0.0285,0.615,0.0,0.178,0.531,93.309,157866
59007,15,6XwD0uTkex260xZaiHQfzo,Back to Love,"Evelyn ""Champagne"" King",0.885,0.716,4,-4.876,0,0.0302,0.108,2.04e-06,0.0416,0.917,115.321,312640
342658,15,40UlFC0dIxv7lAEJaPZLnm,Alone in Kyoto,Air,0.525,0.366,0,-16.488,1,0.0718,0.958,0.751,0.137,0.0785,179.956,291000
392300,15,3F0mcxksBp33QrL6oyjvLN,Sakura Trees,Saib,0.643,0.56,0,-7.295,1,0.0354,0.204,0.197,0.0908,0.521,79.986,99996
440188,15,3kguMbJma0qhOLniGsFlKq,Better Man,Leon Bridges,0.395,0.746,7,-4.938,1,0.0447,0.219,0.0,0.123,0.671,188.267,140133
905276,15,0MfK7lsLUvMq2CURkt61uF,My Funny Valentine,Miles Davis Quintet,0.549,0.124,0,-13.793,0,0.0397,0.938,0.00175,0.126,0.32,66.184,360826
134170,14,0P5bg4JX1fUplClPC0nkUS,Plastic 100°C,Sampha,0.596,0.362,3,-11.879,0,0.0535,0.735,0.00216,0.654,0.175,132.067,316187
247937,14,7lyRa4Q6uCapI22mSbr5BT,Follow Me,Red Astaire,0.759,0.775,11,-5.564,1,0.232,0.316,0.0,0.823,0.768,94.798,282293
360449,14,0rvvy2jojaaj1YL5Qpjjzo,Evil,Savages,0.575,0.77,4,-9.131,0,0.0349,0.0131,0.000309,0.15,0.507,142.05,216266
391320,14,3L540w3gVq9PmECpXFcInC,Without a Sound,Le Son,0.518,0.349,11,-10.741,1,0.0397,0.694,0.0,0.102,0.133,79.913,314754
969708,14,0CmIALzGn4vHIHJG4n3Q4z,At Last - Single Version,Etta James,0.168,0.326,5,-9.981,1,0.0324,0.721,0.0006,0.316,0.322,174.794,182400
57492,13,7sZSe99XSTu5KpYJEThvWr,La mer,Charles Trenet,0.241,0.168,0,-16.267,1,0.0442,0.965,0.114,0.373,0.556,84.749,201840
113585,13,2C0KFbb4v9CNWR5c9jWcKC,Andromeda (feat. DRAM),Gorillaz,0.788,0.472,0,-9.021,1,0.0475,0.003,0.0322,0.59,0.257,130.084,197546
250405,13,0lkj10XOptdMRs2F7xviNf,Congratulations,The Rolling Stones,0.59,0.568,11,-9.282,0,0.0341,0.206,0.0126,0.163,0.682,98.376,148773
354558,13,2WZiqmdJuZ0CXFrLuMbY8j,Dem Mai Hoes,Will Monotone,0.873,0.978,11,-7.393,0,0.122,0.000306,0.133,0.0487,0.786,123.0,390243
676910,13,43nt7PJvn6pAB6EmulgkmX,Caribbean Mood,Eddie Palmieri,0.524,0.615,2,-10.746,0,0.0534,0.119,0.768,0.0844,0.785,100.658,355106
832746,13,3RVlXSaYyd1JOyXPbnE9IV,Mighty Mighty Man,Roy Brown,0.557,0.463,0,-7.867,0,0.0374,0.479,0.0,0.114,0.536,104.544,147173
899138,13,0F56GAWK57E3iXohy9rCmT,Loving Her Was Easier (Than Anything I'll Ever Do Again),Kris Kristofferson,0.438,0.216,0,-16.288,1,0.0302,0.723,0.000314,0.0963,0.374,80.19,228000
964676,13,0gZPlOOZ8oDVXqOkSWZblJ,Fever - (Slow Fox / 30 BPM),Tanz Orchester Klaus Hallen,0.833,0.214,8,-15.754,1,0.0554,0.395,0.000226,0.113,0.551,119.996,137642
968151,13,5ghIJDpPoe3CfHMGu71E6T,Smells Like Teen Spirit,Nirvana,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,301920
983968,13,2STqplYkSLD5ovON11dwcB,West End Blues,Louis Armstrong,0.616,0.274,3,-12.058,1,0.048,0.985,0.508,0.116,0.51,84.729,195440
986094,13,3jS7bB0oXVOwGFZn3aE5NV,You Oughta Know - 2015 Remastered,Alanis Morissette,0.665,0.834,4,-7.737,1,0.0576,0.21,0.0,0.452,0.411,105.292,249493
417369,12,3zopUGxKy1Uz4cKtDGjZry,Mr. Sandman - 1954 #1 Billboard chart hit,The Chordettes,0.623,0.315,9,-12.321,1,0.0475,0.709,0.0,0.0874,0.625,110.38,143133
482443,12,4i5hLY7mNIp70YhZveeItm,Today,Tom Scott,0.462,0.784,2,-5.069,0,0.0413,0.209,0.0131,0.0659,0.553,107.66,199053
496984,12,2XOfBkWNixQ6unq9s12efV,Madame Coquette,Tape Five,0.66,0.899,5,-6.951,0,0.11,0.195,3.28e-06,0.23,0.9,126.969,220813
677448,12,3n5iUh2Z6P7cnWins22W0F,And It Stoned Me,Van Morrison,0.595,0.468,7,-11.165,1,0.0274,0.35,3.53e-05,0.0919,0.589,75.882,272160
804293,12,2Foc5Q5nqNiosCNqttzHof,Get Lucky - Radio Edit,Daft Punk,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,248413
966167,12,3fWFlmEPPN28xYlKqd7abt,Astral Traveling,Pharoah Sanders,0.445,0.413,10,-14.925,1,0.0658,0.247,0.0111,0.107,0.49,131.512,351426
22862,11,7l5In0rLyHmqJhKlzZPtYo,"Straight, No Chaser",Miles Davis,0.434,0.529,7,-7.434,0,0.0644,0.435,0.00638,0.309,0.543,180.575,635066
80377,11,1SwJ2XICNJXDelyaZJd7SF,I Then Shall Live - Amazing Grace Album Version,Gaither Vocal Band,0.188,0.158,2,-14.458,0,0.0327,0.827,0.000255,0.702,0.0683,67.69,346093
126106,11,3NfxSdJnVdon1axzloJgba,I Say a Little Prayer,Aretha Franklin,0.592,0.355,9,-14.051,1,0.0352,0.478,0.0,0.0585,0.499,133.032,216773
311950,11,6sPOmDulFtLzfX25zICNrC,Build Me Up Buttercup,The Foundations,0.659,0.513,0,-7.186,1,0.0293,0.315,0.0,0.283,0.855,133.609,177533
374323,11,5nZYrCai8OdM3PUdkuBD6p,Oh! You Pretty Things,Seu Jorge,0.649,0.144,1,-16.482,1,0.0526,0.852,0.000632,0.101,0.514,143.409,212546
396309,11,4eOYXWqlWbM9EEE9kvXMzM,These Foolish Things (Remind Me of You),Billie Holiday,0.582,0.222,0,-12.535,1,0.042,0.931,0.0007,0.328,0.534,95.474,197466
463964,11,0IF0vGwaJQ8ZCh0QxhW6OV,Man! I Feel Like A Woman!,Shania Twain,0.678,0.899,10,-2.937,1,0.048,0.637,0.0,0.347,0.757,124.944,233000
558520,11,53142mCu75zAJlhpsNsTJ1,It Don't Mean a Thing,Wycliffe Gordon,0.5,0.526,7,-7.555,0,0.0629,0.233,0.201,0.0677,0.577,159.868,425240
628390,11,1jLNxsmGsEQAM4CUkHemfS,(There Is) No Greater Love,Amy Winehouse,0.391,0.229,1,-12.766,0,0.0464,0.944,1.6e-05,0.0951,0.282,137.858,128933
69546,10,1Slwb6dOYkBlWal1PGtnNg,Thinking Out Loud,Ed Sheeran,0.781,0.445,2,-6.061,1,0.0295,0.474,0.0,0.184,0.591,78.998,281560
82599,10,7ddymg4KQ6gDn5UmqzKVEe,People Get Ready,The Frames,0.267,0.408,7,-10.777,1,0.0281,0.00669,0.445,0.116,0.124,161.628,328880
206764,10,17LII4B6V1AhONoueVwoJU,A Blue Time,Tommy Flanagan,0.547,0.116,5,-21.946,1,0.0354,0.904,0.848,0.107,0.344,105.115,374093
229267,10,4YP81OCyHsxAb23UTAW7Vn,Full Moon,Eden Ahbez,0.363,0.0534,7,-20.078,1,0.0434,0.916,0.0312,0.324,0.217,137.061,177307
240466,10,3wbdFxa40KnYAG7PsUcLQi,Blue Monk - 2005 Remastered Version,Thelonious Monk,0.426,0.428,3,-13.638,1,0.0388,0.861,0.66,0.107,0.656,141.006,457640
303611,10,6oUxfy9C4uDiR8kAQUZb0C,Cleopatra,The Lumineers,0.535,0.763,8,-6.751,1,0.0407,0.253,7.79e-05,0.0956,0.465,151.437,201413
440043,10,2H6dHxAxGq5oQ9EiinNpXT,Spirits,The Strumbellas,0.54,0.729,0,-3.709,1,0.0276,0.169,0.0,0.112,0.779,80.453,203653
485485,10,0CmIALzGn4vHIHJG4n3Q4z,At Last - Single Version,Etta James,0.168,0.326,5,-9.981,1,0.0324,0.721,0.0006,0.316,0.322,174.794,182400
522494,10,1nnLGIasot9Qwr0KqMebl1,Moon Over Miami,Ray Charles,0.238,0.262,7,-13.931,1,0.0309,0.916,0.0,0.113,0.234,63.993,199426
552003,10,3ghgwo0BTPm329zGMQRfn7,I Feel It All,Feist,0.561,0.687,2,-5.755,1,0.0466,0.44,1.98e-05,0.144,0.683,172.046,219480
592404,10,4Mthu3kCKftQOHdY26ys1l,Sculpture,Skalpel,0.472,0.372,1,-8.597,1,0.0306,0.0411,0.0133,0.152,0.0711,82.266,290040
642620,10,25J4d78ESH2MgAJoIakB8O,Lost In The Light,Bahamas,0.597,0.267,2,-8.796,1,0.0309,0.793,0.0014,0.111,0.246,75.535,236720
681948,10,2SKUn9qEOyXwukvt8e9EY7,Lovely Love My Family,The Roots,0.645,0.78,9,-10.067,1,0.0446,0.714,0.000871,0.303,0.885,159.787,131720
785664,10,0RFKuagqUgR4X8C1QneCCq,A Change Is Gonna Come,Sam Cooke,0.214,0.4,10,-10.042,1,0.0342,0.756,0.0,0.325,0.508,169.683,191160
825898,10,4Dj7LLTYKmqcqI9pVvNTqT,Easy to Love,Billie Holiday,0.778,0.207,3,-12.183,1,0.0447,0.972,0.0106,0.266,0.593,146.149,190666
828870,10,41xwRcNhNHloiC1LJtfOGC,Nica's Dream,Cal Tjader,0.483,0.303,10,-19.999,0,0.0308,0.897,0.914,0.674,0.651,97.373,302266
169720,9,1AO26gK1sI6PoFY9eUF8yV,Stone Love,Pepper,0.837,0.478,6,-5.861,0,0.0627,0.0571,0.00129,0.0569,0.81,78.746,254800
175045,9,7jqzZyJJLrpkRFYGpkqSK6,Breathe Me,Sia,0.552,0.643,0,-7.36,1,0.0327,0.0364,0.74,0.105,0.212,120.012,272800
220891,9,6X1TBqc2CG7HEHsNFOlazB,Chelsea Bridge,Gerry Mulligan,0.514,0.0141,1,-24.166,1,0.0448,0.958,0.458,0.111,0.112,111.55,442506
304034,9,5yOT5hel0g7yRkoMUMMFHT,Little School Girl,Lightnin' Hopkins,0.661,0.332,8,-9.923,1,0.0445,0.797,0.0139,0.143,0.472,122.808,252373
355273,9,4eePcTiLO6o5W4ejSQ7uSn,Back In The Saddle Again,Gene Autry,0.772,0.219,0,-14.248,1,0.0363,0.971,9.9e-05,0.479,0.962,113.219,155560
356122,9,7vR1aKpcVCNDt3McKkFLDO,Hang on Little Tomato,Pink Martini,0.607,0.209,5,-10.904,1,0.0384,0.95,0.0,0.112,0.582,92.539,196880
419477,9,6q0qgZI8jHyyFbsZDXtG39,Lets Go Surfing,The Drums,0.579,0.806,1,-5.7,1,0.0323,0.214,0.000535,0.0917,0.789,174.057,174306
448513,9,5swm191bMfL1JIIdM800bC,Pneumonia,Björk,0.214,0.122,0,-15.333,1,0.0347,0.987,0.00134,0.304,0.0322,87.206,314146
502501,9,6xK82zclJ0SyjostAs5tO8,OZ - Original Mix,Asdek,0.767,0.535,8,-8.679,1,0.122,0.0838,0.762,0.279,0.483,127.966,330000
561658,9,15WRWc3qqlyAzTne9q5tQK,Cornfield Chase,Hans Zimmer,0.33,0.229,9,-16.442,0,0.0375,0.948,0.973,0.0998,0.0593,96.158,126959
590534,9,7vcNp4cj4uF4AyX5aKY4Ps,You're Not Good Enough,Blood Orange,0.74,0.798,0,-6.55,1,0.146,0.189,0.00128,0.305,0.571,119.964,261360
628840,9,5hcaTEmkSOoL065LeKYn35,Story of My Life,The Piano Guys,0.318,0.445,3,-9.588,1,0.0349,0.986,0.842,0.0892,0.0953,123.843,270813
671978,9,78cdfbuBFhkduVv0UbYmTF,Raw Sugar,Metric,0.639,0.564,7,-7.112,1,0.0404,0.206,1.55e-05,0.306,0.531,179.977,218333
701692,9,7CkHhhYn9vu3A6xLN87LPo,Try,Ben Sollee,0.656,0.309,7,-15.573,1,0.0754,0.806,0.0127,0.104,0.318,114.326,308360
807429,9,0Sfg0Pri6NypRrd6DYiWJc,Pincushion,ZZ Top,0.551,0.932,5,-8.0,0,0.0324,0.00115,0.00108,0.156,0.666,89.976,273360
837528,9,629Cjw0fUyZUMkBjnjttDR,Places,Shlohmo,0.36,0.471,6,-8.408,0,0.127,0.362,0.872,0.395,0.238,86.248,302210
938906,9,1YLJVmuzeM2YSUkCCaTNUB,Dog Days Are Over,Florence + The Machine,0.492,0.81,7,-5.315,1,0.0847,0.0416,0.00379,0.117,0.245,149.954,251840
944088,9,4mn7iv4DYJxPYbPy5R0nPE,(Shake Shake Shake) Shake Your Booty,KC & The Sunshine Band,0.651,0.945,10,-7.922,1,0.0361,0.169,0.475,0.15,0.939,112.292,185640
50497,8,7DKjnQH7yeCUPXX88Hh12p,A Wonderful Guy,Tex Beneke,0.404,0.182,1,-13.295,1,0.069,0.891,0.000429,0.0732,0.842,204.163,115696
63720,8,6fxVffaTuwjgEk5h9QyRjy,Photograph,Ed Sheeran,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,258986
67711,8,0C1ZmUpnsIELhYhpQmbJ1A,The Girl From Ipanema,Stan Getz,0.662,0.192,5,-15.623,0,0.0349,0.906,3.55e-05,0.0887,0.439,129.807,323493
81143,8,1ygK7pZiLSoYjYRVz0zTXk,"Closing / A-Tisket, A-Tasket - Live in Japan (January 22, 1964 / First Set)",Ella Fitzgerald,0.513,0.738,6,-16.086,0,0.0941,0.728,0.00137,0.957,0.384,110.122,38506
104556,8,4B31QOL13iBeuIsaGD20BS,Pre,Earl Sweatshirt,0.668,0.577,9,-6.984,1,0.0634,0.149,0.00111,0.182,0.557,99.957,172493
107676,8,6lUY6MoqGgPnA27PHYxem5,Bulletproof,La Roux,0.674,0.882,3,-2.771,0,0.0477,0.000441,6.47e-05,0.068,0.682,123.016,205733
178805,8,3tgZYfzu4IO5sDz76rQ69z,"Some Like It Hot: I'm Thru With Love (From ""Some Like It Hot"")",Marilyn Monroe,0.291,0.278,0,-12.243,0,0.0314,0.884,1.4e-05,0.303,0.412,98.225,149133
243553,8,3E6MLEOms7wT3ItTcM7Nua,I.M On A Boat,DJ Stop E,0.64,0.908,7,-5.267,1,0.173,8.77e-05,0.0528,0.0882,0.726,160.055,228528
326154,8,0PrGgNDwfJPNXADJYROvBw,In A Sentimental Mood,Duke Ellington,0.464,0.305,3,-12.435,0,0.0316,0.936,0.0846,0.208,0.282,108.231,255226
348414,8,4pV1bl7OiFW4mMNLmsgQGC,The Way You Look Tonight,Frank Sinatra,0.589,0.369,5,-8.678,0,0.0321,0.855,0.0,0.352,0.529,132.953,201200
354064,8,4GTdBmmjNpym8BEvVyz9SM,Sometimes,Raphael Saadiq,0.516,0.76,9,-4.844,1,0.0577,0.142,0.0,0.149,0.257,91.327,243640
412409,8,4MQRDF62mf2KW7I8M1S9qA,We've Only Just Begun,Carpenters,0.236,0.33,9,-11.635,1,0.0381,0.782,2.45e-06,0.111,0.319,173.308,185160
419518,8,1xicvSO4CJ2ymqYgpk7DFh,Milestones,Miles Davis,0.553,0.546,9,-7.459,0,0.0341,0.439,0.000557,0.167,0.7,118.214,342066
472359,8,7Hv7FhTUzJ7Uub1U6hthot,Graveyard Boogie,Buster Doss & His Arkansas Playboys,0.432,0.569,4,-7.943,1,0.0357,0.994,0.717,0.118,0.812,166.263,160307
548560,8,0vbbhcA6okLzvsy6WSTlLg,Lay It All On Me (feat. Ed Sheeran),Rudimental,0.669,0.747,6,-7.108,1,0.0428,0.141,0.0,0.185,0.483,122.531,242440
594230,8,5GfLkvXlkll0XmbqvbF9XV,Valentine,Fiona Apple,0.51,0.18,2,-15.673,1,0.0553,0.784,0.000478,0.0944,0.145,109.973,212840
626113,8,2NRRrr8ylDK38KD3Ffbw4K,BTSTU (Edit),Jai Paul,0.665,0.389,1,-6.709,1,0.441,0.745,0.000982,0.326,0.521,89.962,210000
654621,8,1bZpAGWZkf6zx531RfHPWr,Sunday Morning Coming Down,Johnny Cash,0.299,0.426,8,-11.333,1,0.03,0.282,0.000397,0.319,0.837,155.221,244784
